_id,Firts Name,Last Name,Center,test_date,userscore,physics,chemistry,maths,resultstatus,pp_totalmarks
431,Luvenia,Mattis,Manhattan,2024-06-30,,,,,Absent,300
432,Alysa,Harlow,Manhattan,2024-05-19,257,67,68,,Present,360
433,Eliz,Jennings,Manhattan,2024-06-02,,,,,Absent,720
434,Claris,Lamons,Manhattan,2024-05-19,,,,,Absent,360
435,Vina,Uhlig,Brooklyn,2024-07-07,119,43,25,51,Present,300
436,Glendora,Hemminger,Manhattan,2024-06-30,,,,,Absent,75
437,Nelly,Hardman,Manhattan,2024-06-02,,,,,Absent,720
438,Cinda,Hargett,Brooklyn,2024-06-02,580,125,125,,Present,720
439,Clarinda,Pett,Manhattan,2024-06-02,,,,,Absent,720
440,Aisha,Waller,Manhattan,2024-07-07,,,,,Absent,300
441,Carina,Maybee,Brooklyn,2024-06-23,319,2,51,,Present,720
442,Joanna,Savoy,Manhattan,2024-08-11,13,12,-2,3,Present,300
443,Kayleen,Watts,Manhattan,2024-08-24,,,,,Absent,720
444,Tobias,Wronski,Bronx,2024-07-14,32,7,9,6,Present,75
445,Karrie,Gust,Manhattan,2024-06-23,231,30,6,,Present,720
446,Migdalia,Schimmel,Queens,2024-07-28,287,58,42,,Present,720
447,Markita,Morphis,Brooklyn,2024-08-24,,,,,Absent,720
448,Sid,Welk,Brooklyn,2024-07-28,193,17,7,,Present,720
449,Iliana,Strauch,Manhattan,2024-08-11,17,7,4,6,Present,300
450,Tawana,Showers,Manhattan,2024-07-14,56,23,25,8,Present,180
451,Keren,Godbout,Manhattan,2024-06-30,,,,,Absent,720
452,Laureen,Wrinkle,Queens,2024-07-21,55,,,,Present,75
453,Grady,Kellogg,Brooklyn,2024-07-07,8,6,-1,3,Present,300
454,Ulrike,Gurley,Manhattan,2024-06-02,,,,,Absent,720
455,Gracie,Rawlings,Manhattan,2024-07-14,63,20,17,8,Present,80
456,Margurite,Knebel,Brooklyn,2024-07-21,65,,,,Present,75
457,Claud,Lecompte,Brooklyn,2024-08-25,31,35,0,-4,Present,180
458,Cole,Vanhouten,Brooklyn,2024-06-02,,,,,Absent,720
459,Frances,Lloyd,Brooklyn,2024-07-07,173,50,58,65,Present,300
460,Lakendra,Schlottmann,Brooklyn,2024-07-07,30,0,15,15,Present,300
461,Rocky,Pridmore,Brooklyn,2024-07-14,,,,,Absent,720
462,Esmeralda,Platts,Brooklyn,2024-05-19,,,,,Absent,300
463,Rod,Kropf,Brooklyn,2024-06-16,145,31,49,65,Present,300
464,Marilynn,Speer,Brooklyn,2024-07-14,253,12,20,,Present,720
465,Ira,Melendez,Manhattan,2024-08-24,461,71,105,,Present,720
466,Hae,Leininger,Manhattan,2024-06-16,,,,,Absent,300
467,Melita,Hiemstra,Manhattan,2024-07-07,133,25,57,51,Present,300
468,Jacquetta,Baillargeon,Queens,2024-07-14,121,-1,2,,Present,720
469,Lucio,Shahid,Brooklyn,2024-06-23,494,89,65,,Present,720
470,Travis,Hamlett,Manhattan,2024-05-26,190,32,37,,Present,360
471,Mariko,Lemoine,Brooklyn,2024-06-02,358,68,28,,Present,720
472,Janina,Jennison,Brooklyn,2024-06-02,,,,,Absent,720
473,Marina,Ocon,Brooklyn,2024-05-19,80,34,20,26,Present,300
474,Laurette,Crumpler,Manhattan,2024-05-26,141,10,50,,Present,360
475,Britteny,Frierson,Manhattan,2024-07-14,21,-5,6,20,Present,180
476,Kerri,Grizzle,Brooklyn,2024-07-21,27,6,7,14,Absent,300
477,Trudi,Deshazo,Manhattan,2024-07-21,,,,,Absent,720
478,Keitha,Muncy,Brooklyn,2024-06-02,,,,,Absent,720
479,Gerri,Gargano,Manhattan,2024-07-21,190,60,65,65,Absent,300
480,Lin,Veliz,Queens,2024-06-02,,,,,Absent,720
481,Camelia,Drennen,Manhattan,2024-07-28,60,10,12,27,Present,75
482,Tatyana,Reeser,Brooklyn,2024-07-21,523,97,91,,Present,720
483,Felisa,Campo,Manhattan,2024-08-11,,,,,Absent,720
484,Tyler,Frandsen,Brooklyn,2024-07-21,,,,,Absent,720
485,Mickey,Warfield,Manhattan,2024-07-21,,,,,Absent,720
486,Buster,Defilippo,Brooklyn,2024-07-28,380,48,91,,Present,720
487,Lorine,Mchargue,Brooklyn,2024-06-02,336,18,31,,Present,720
488,Alpha,Wicker,Manhattan,2024-06-30,36,,,,Present,80
489,Alesha,Borey,Manhattan,2024-06-09,47,6,7,22,Present,75
490,Pattie,Remo,Brooklyn,2024-07-14,2,2,0,0,Present,180
491,Yang,Granillo,Manhattan,2024-06-16,,,,,Absent,300
492,Lynn,Sax,Manhattan,2024-06-16,138,73,9,56,Present,300
493,Rosio,Hoard,Manhattan,2024-07-14,,,,,Absent,720
494,Cherri,Jasinski,Brooklyn,2024-07-07,18,6,0,12,Present,300
495,Phoebe,Plotner,Bronx,2024-06-23,59,11,14,22,Present,75
496,Silas,Selvy,Brooklyn,2024-08-24,97,7,0,,Present,720
497,Georgette,Chism,Brooklyn,2024-06-30,,,,,Absent,300
498,Lakiesha,Hightower,Manhattan,2024-07-07,,,,,Absent,300
499,Tona,Koss,Brooklyn,2024-07-14,55,13,12,20,Present,75
500,Lorette,Rotondo,Manhattan,2024-07-14,387,21,131,,Present,720
501,Lorinda,Bethke,Manhattan,2024-05-19,54,3,11,40,Present,300
502,Arlen,Clinard,Manhattan,2024-06-02,,,,,Absent,720
503,Lesley,Lipton,Manhattan,2024-07-21,27,11,3,13,Absent,300
504,Rosanne,Mayers,Brooklyn,2024-07-07,,,,,Absent,720
505,Selina,Leffler,Manhattan,2024-05-19,,,,,Absent,300
506,Milford,Sang,Brooklyn,2024-05-19,,,,,Absent,300
507,Geraldine,Crimmins,Manhattan,2024-06-02,,,,,Absent,720
508,Veta,Crochet,Brooklyn,2024-07-07,171,56,54,61,Present,300
509,Haley,Warwick,Manhattan,2024-07-28,,,,,Absent,720
510,Dulcie,Wehmeyer,Brooklyn,2024-06-23,,,,,Absent,720
511,Hallie,Swiger,Brooklyn,2024-07-07,24,6,6,12,Present,300
512,Reyna,Bourgault,Manhattan,2024-08-18,,,,,Absent,180
513,Lynda,Payan,Manhattan,2024-06-23,62,22,11,29,Present,300
514,Stephaine,Coulter,Manhattan,2024-06-23,,,,,Absent,720
515,Fatima,Seaton,Manhattan,2024-07-07,376,36,60,,Present,720
516,Deeann,Balboa,Queens,2024-06-23,,,,,Absent,720
517,Jacquelyne,Knipe,Queens,2024-06-02,,,,,Absent,720
518,Migdalia,Killingsworth,Manhattan,2024-06-23,,,,,Absent,720
519,Silas,Elfrink,Manhattan,2024-06-23,174,39,-2,,Present,720
520,Su,Mcmillin,Manhattan,2024-05-19,53,7,-4,,Present,360
521,Charlesetta,Sillman,Bronx,2024-06-02,,,,,Absent,720
522,Sandee,Hanna,Brooklyn,2024-07-07,141,40,56,45,Present,300
523,Manual,Steil,Brooklyn,2024-07-14,,,,,Absent,720
524,Delmer,Zielinski,Manhattan,2024-05-19,484,92,111,,Present,720
525,Alla,Cann,Brooklyn,2024-06-23,345,58,0,,Present,720
526,Nena,Sarabia,Manhattan,2024-07-07,402,71,101,,Present,720
527,Sebastian,Harn,Brooklyn,2024-06-02,155,4,23,,Present,720
528,Consuela,Aikins,Brooklyn,2024-06-23,,,,,Absent,720
529,Alissa,Chambers,Manhattan,2024-06-23,293,18,0,,Present,720
530,Hilary,Seabrooks,Manhattan,2024-06-02,,,,,Absent,720
531,Eufemia,Rossetti,Manhattan,2024-06-02,487,77,83,,Present,720
532,John,Belmont,Brooklyn,2024-06-16,48,8,23,17,Present,300
533,Mona,Mazzoni,Brooklyn,2024-05-19,5,0,0,5,Present,300
534,Sonya,Molnar,Manhattan,2024-06-23,7,0,-3,10,Present,300
535,Ozell,Weir,Brooklyn,2024-07-14,358,18,15,,Present,720
536,Sanford,Dungy,Brooklyn,2024-06-02,,,,,Absent,720
537,Vito,Mackin,Brooklyn,2024-06-02,,,,,Absent,720
538,Evelina,Tallon,Manhattan,2024-06-23,79,38,16,25,Present,300
539,Paulene,Gobeil,Manhattan,2024-06-02,498,107,41,,Present,720
540,Angla,Hartzler,Brooklyn,2024-06-09,52,10,9,21,Absent,75
541,Bulah,Wark,Queens,2024-06-02,,,,,Absent,720
542,Lorean,Ogan,Manhattan,2024-06-02,346,18,66,,Present,720
543,Dorothy,Steger,Manhattan,2024-06-23,23,19,1,3,Present,300
544,Benny,Kosinski,Manhattan,2024-07-07,89,28,28,33,Present,300
545,Rasheeda,Buell,Brooklyn,2024-06-02,,,,,Absent,720
546,Aracely,Engler,Brooklyn,2024-06-16,50,24,7,19,Present,300
547,Becky,Copland,Brooklyn,2024-06-30,,,,,Absent,300
548,Annamaria,Donadio,Brooklyn,2024-06-02,257,3,13,,Present,720
549,Burt,Maciel,Brooklyn,2024-06-02,,,,,Absent,720
550,Bethany,Mcmanis,Brooklyn,2024-07-07,180,42,60,78,Present,300
551,Adrianna,Goodwill,Manhattan,2024-06-30,,,,,Absent,300
552,Delsie,Rockhill,Manhattan,2024-06-23,19,12,-5,12,Present,300
553,Emanuel,Motz,Brooklyn,2024-06-02,542,113,109,,Present,720
554,Duane,Mojarro,Manhattan,2024-06-09,,,,,Absent,75
555,Estefana,Chi,Brooklyn,2024-06-16,,,,,Absent,300
556,Temple,Delgiudice,Manhattan,2024-06-02,580,125,125,,Present,720
557,Millie,Skipworth,Manhattan,2024-06-23,246,17,5,,Present,720
558,Melania,Stillings,Brooklyn,2024-06-23,546,106,104,,Present,720
559,Caroyln,Miser,Brooklyn,2024-06-30,,,,,Absent,300
560,Sigrid,Casares,Manhattan,2024-07-07,,,,,Absent,300
561,Rowena,Nurse,Brooklyn,2024-06-30,,,,,Absent,300
562,Chu,Maughan,Brooklyn,2024-06-23,,,,,Absent,720
563,Drucilla,Devenport,Manhattan,2024-06-09,65,11,12,25,Present,75
564,Willis,Neiman,Manhattan,2024-06-02,,,,,Absent,720
565,Hellen,Kimberling,Brooklyn,2024-06-30,54,,,,Present,75
566,Libbie,Klopp,Brooklyn,2024-06-16,423,111,87,,Present,720
567,Cecille,Normand,Brooklyn,2024-08-11,,,,,Absent,720
568,Melita,Gurr,Bronx,2024-08-25,,,,,Absent,
569,Katelin,Kalina,Brooklyn,2024-06-23,254,38,6,,Present,720
570,Rosa,Leonard,Brooklyn,2024-08-04,,,,,Absent,198
571,Sheena,Hadden,Brooklyn,2024-08-25,,,,,Absent,
572,Karena,Neace,Brooklyn,2024-07-21,331,56,39,,Absent,720
573,Carmon,Ashford,Brooklyn,2024-08-11,283,6,53,,Present,720
574,Ardella,Camacho,Queens,2024-08-11,,,,,Absent,300
575,Hoyt,Shadduck,Brooklyn,2024-08-04,1,-1,-3,5,Present,144
576,Todd,Holgate,Manhattan,2024-07-14,,,,,Absent,180
577,Qiana,Levan,Manhattan,2024-07-07,,,,,Absent,720
578,Risa,Magwood,Manhattan,2024-07-21,550,122,96,,Present,720
579,Hortense,Chattin,Brooklyn,2024-07-21,,,,,Absent,300
580,Lee,Esses,Brooklyn,2024-07-21,-20,-5,-5,-10,Absent,300
581,Mohamed,Bolles,Manhattan,2024-06-02,,,,,Absent,720
582,Merrill,Ballenger,Staten Island,2024-07-14,,,,,Absent,720
583,Deeann,Ashburn,Brooklyn,2024-07-21,50,,,,Present,75
584,Perry,Viera,Queens,2024-07-14,,,,,Absent,80
585,Joyce,Sciacca,Manhattan,2024-07-07,,,,,Absent,300
586,Clayton,Shealy,Brooklyn,2024-06-02,,,,,Absent,720
587,Nada,Sheilds,Manhattan,2024-07-14,464,93,111,,Present,720
588,Deanna,Rome,Brooklyn,2024-07-14,,,,,Absent,180
589,Greta,Sartain,Brooklyn,2024-07-14,,,,,Absent,360
590,Whitley,Leppert,Manhattan,2024-06-16,63,,,,Present,75
591,Jenette,Shover,Manhattan,2024-06-23,,,,,Absent,720
592,Franchesca,Centers,Manhattan,2024-07-07,205,75,65,65,Present,300
593,Myrtice,Lonzo,Manhattan,2024-07-14,45,17,-8,,Present,360
594,Santina,Cybulski,Brooklyn,2024-06-30,,,,,Absent,80
595,Kayleigh,Cartier,Manhattan,2024-06-02,329,71,37,,Present,720
596,Dori,Reasoner,Manhattan,2024-06-02,,,,,Absent,720
597,Raymundo,Alcorn,Brooklyn,2024-06-02,270,7,0,,Present,720
598,Edythe,Knutsen,Manhattan,2024-06-30,49,,,,Present,80
599,Adell,Westmoreland,Brooklyn,2024-06-16,218,81,59,78,Present,300
600,Delores,Gullick,Manhattan,2024-07-21,12,4,8,0,Absent,300
601,Cuc,Kossman,Brooklyn,2024-08-04,,,,,Absent,198
602,Lakendra,Bobby,Manhattan,2024-07-28,,,,,Absent,75
603,Oneida,Haberman,Manhattan,2024-07-21,101,39,9,,Present,720
604,Ghislaine,Southwick,Brooklyn,2024-06-02,,,,,Absent,720
605,Ardis,Overbey,Manhattan,2024-07-28,247,22,64,,Present,720
606,Fermin,Work,Brooklyn,2024-08-11,37,14,5,18,Present,300
607,Saundra,Voshell,Brooklyn,2024-07-28,37.5,12.5,11,1,Present,100
608,Bret,Styers,Brooklyn,2024-06-02,,,,,Absent,720
609,Kortney,Shear,Staten Island,2024-08-04,,,,,Absent,75
610,Luanna,Gabler,Brooklyn,2024-08-11,52,22,33,-3,Present,300
611,Danette,Lares,Brooklyn,2024-07-21,,,,,Absent,720
612,Melisa,Munday,Manhattan,2024-07-21,67,,,,Present,75
613,Myriam,Roberie,Brooklyn,2024-06-02,,,,,Absent,720
614,Izetta,Policastro,Manhattan,2024-07-14,196,21,38,,Present,720
615,Renata,Fettig,Manhattan,2024-05-19,125,47,32,46,Present,300
616,Les,Lindsey,Brooklyn,2024-07-14,32,4,18,10,Present,180
617,Harris,Descoteaux,Manhattan,2024-05-19,,,,,Absent,300
618,Jazmine,Emery,Manhattan,2024-07-21,401,51,69,,Present,720
619,Sherrie,Pendelton,Brooklyn,2024-07-21,,,,,Absent,300
620,Zaida,Romney,Brooklyn,2024-08-04,7,2,2,3,Present,198
621,Florencio,Coleman,Bronx,2024-07-28,24,2,6,6,Present,75
622,Velva,Bing,Manhattan,2024-07-28,216,22,44,,Present,720
623,Ying,Scheetz,Manhattan,2024-07-21,,,,,Absent,720
624,Keli,Shen,Manhattan,2024-07-14,,,,,Absent,180
625,Mitch,Grajeda,Brooklyn,2024-06-09,,,,,Absent,75
626,Bryon,Furness,Manhattan,2024-06-16,174,76,44,54,Present,300
627,Tamie,Bertucci,Manhattan,2024-06-23,,,,,Absent,75
628,Shaniqua,Pulido,Queens,2024-10-06,,,,,Absent,
629,Adina,Farris,Manhattan,2024-10-06,,,,,Absent,
630,Landon,Constantino,Manhattan,2024-08-11,,,,,Absent,720
631,Russell,Batres,Queens,2024-08-24,429,67,81,,Present,720
632,Leesa,Rieke,Brooklyn,2024-06-30,204,79,17,,Present,720
633,Hank,Noblitt,Manhattan,2024-06-02,,,,,Absent,720
634,Priscilla,Lamphere,Manhattan,2024-06-23,206,18,2,,Present,720
635,Candida,Custis,Manhattan,2024-06-30,,,,,Absent,75
636,Karon,Wilmes,Brooklyn,2024-06-16,99,31,12,56,Present,300
637,Prudence,Cutler,Brooklyn,2024-06-30,30,,,,Present,75
638,Myrl,Kandoll,Manhattan,2024-06-09,,,,,Absent,75
639,Lissa,Andrews,Manhattan,2024-07-07,,,,,Absent,300
640,Mikel,Ranger,Manhattan,2024-06-02,476,86,101,,Present,720
641,Yuri,Tiller,Manhattan,2024-06-16,515,130,64,,Present,720
642,Jonas,Reilley,Queens,2024-06-02,,,,,Absent,720
643,Santina,Sherlock,Manhattan,2024-06-16,33,9,-6,30,Present,300
644,Corrine,Snelling,Manhattan,2024-07-07,,,,,Absent,300
645,Kara,Wierenga,Brooklyn,2024-07-07,95,22,31,42,Present,300
646,Noriko,Arroyo,Brooklyn,2024-06-02,,,,,Absent,720
647,Caron,Brasch,Brooklyn,2024-06-30,68,,,,Present,75
648,Geoffrey,Follmer,Brooklyn,2024-07-07,47,5,6,36,Present,300
649,Clark,Vasser,Brooklyn,2024-06-30,,,,,Absent,75
650,Wanetta,Bold,Manhattan,2024-06-02,,,,,Absent,720
651,Maricela,Damron,Brooklyn,2024-06-02,,,,,Absent,720
652,Lynsey,Stinchcomb,Brooklyn,2024-07-07,55,-1,32,24,Present,300
653,Lovetta,Kline,Brooklyn,2024-06-30,,,,,Absent,300
654,Gracia,Moone,Brooklyn,2024-07-07,85,33,4,48,Present,300
655,Loma,Shears,Manhattan,2024-06-30,,,,,Absent,300
656,Adelle,Philbrick,Bronx,2024-06-02,,,,,Absent,720
657,Clifford,Poehler,Brooklyn,2024-06-30,,,,,Absent,300
658,Sun,Johnsrud,Manhattan,2024-06-02,484,60,98,,Absent,720
659,Jenell,Marro,Brooklyn,2024-06-16,538,122,101,,Present,720
660,Mendy,Strayer,Manhattan,2024-06-16,197,62,40,95,Present,300
661,Harriette,Ing,Queens,2024-07-07,89,34,3,52,Present,300
662,Veola,Domenech,Manhattan,2024-07-07,123,41,53,29,Present,300
663,Denisha,Chabot,Brooklyn,2024-06-23,257,41,19,,Present,720
664,Corrina,Carollo,Manhattan,2024-06-09,42,6,8,18,Present,75
665,Cassandra,Fike,Manhattan,2024-07-07,289,41,37,,Present,720
666,Johnson,Pinedo,Manhattan,2024-06-23,,,,,Absent,720
667,Emery,Gessner,Brooklyn,2024-05-19,418,98,66,,Present,720
668,Gaynelle,Slaton,Brooklyn,2024-07-07,102,39,24,39,Present,300
669,Alysia,Hipps,Brooklyn,2024-06-30,39,3,-5,41,Present,300
670,Deeann,Keeler,Manhattan,2024-07-14,46,22,19,5,Present,180
671,Lilliam,Harvard,Manhattan,2024-07-14,7,0,-2,9,Present,180
672,Shara,Syed,Manhattan,2024-08-24,,,,,Absent,180
673,Lorinda,Froman,Manhattan,2024-08-25,,,,,Absent,
674,Bonita,Briganti,Brooklyn,2024-08-24,,,,,Absent,180
675,Kendall,Simons,Manhattan,2024-08-24,556,126,95,,Present,720
676,Lakenya,Seabrooks,Manhattan,2024-08-24,486,91,140,,Present,720
677,Jammie,Gourlay,Manhattan,2024-08-25,,,,,Absent,300
678,Arlean,Juergens,Brooklyn,2024-08-04,76,18,14,44,Present,300
679,Boyce,Wehmeyer,Brooklyn,2024-06-02,440,66,70,,Present,720
680,Sindy,Galyean,Brooklyn,2024-08-04,71,22,27,22,Present,300
681,Louis,Bullard,Brooklyn,2024-06-16,438,79,48,,Present,720
682,Vita,Noonkester,Brooklyn,2024-09-01,30,18,9,3,Present,180
683,Lakeesha,Lesniak,Manhattan,2024-08-11,62,17,11,34,Present,300
684,Charlette,Larry,Manhattan,2024-07-28,342,105,59,,Present,720
685,Heidi,Abadie,Brooklyn,2024-07-07,29,-3,31,1,Present,300
686,Shandi,Medders,Brooklyn,2024-06-09,,,,,Absent,75
687,Jenny,Severino,Brooklyn,2024-07-14,19,9,-2,12,Present,180
688,Patience,Marley,Brooklyn,2024-06-16,58,31,7,20,Present,300
689,Lily,Wolter,Brooklyn,2024-07-21,381,63,35,,Absent,720
690,Robbyn,Diem,Brooklyn,2024-10-06,,,,,Absent,
691,Odette,Laclair,Brooklyn,2024-08-11,27,9,27,-9,Present,300
692,Charlsie,Stern,Brooklyn,2024-07-28,,,,,Absent,720
693,Anne,Dresel,Brooklyn,2024-10-06,,,,,Absent,
694,Josefina,Smiley,Queens,2024-10-06,,,,,Absent,
695,Lisette,Mehr,Brooklyn,2024-08-24,32,6,5,15,Present,75
696,Sherryl,Siers,Brooklyn,2024-07-07,130,30,51,49,Present,300
697,Velia,Brayman,Brooklyn,2024-06-16,,,,,Absent,75
698,Lyn,Pan,Brooklyn,2024-06-23,430,88,26,,Present,720
699,Caitlin,Bessey,Brooklyn,2024-06-23,,,,,Absent,720
700,Cristine,Roder,Manhattan,2024-07-07,32,6,14,12,Present,300
701,Claire,Sward,Queens,2024-06-23,354,32,37,,Present,720
702,Adelle,Kovach,Manhattan,2024-08-11,57,25,-7,,Present,720
703,Melissa,Kear,Brooklyn,2024-08-11,441,39,101,,Present,720
704,Rosetta,Flagg,Brooklyn,2024-08-11,35,5,5,25,Present,300
705,Kina,Koffler,Brooklyn,2024-07-28,,,,,Absent,720
706,Lang,Silver,Brooklyn,2024-08-04,,,,,Absent,75
707,Regina,Lentine,Brooklyn,2024-07-21,,,,,Absent,720
708,Viki,Cartledge,Brooklyn,2024-07-21,,,,,Absent,720
709,Brett,Aasen,Queens,2024-07-28,587,123,134,,Present,720
710,Glynda,Maine,Manhattan,2024-05-19,151,30,41,,Present,720
711,Joane,Hasler,Manhattan,2024-07-21,61,,,,Present,75
712,Sook,Varnell,Manhattan,2024-07-28,380,73,63,,Present,720
713,Priscila,Leanos,Staten Island,2024-07-07,104,34,15,55,Present,300
714,Evan,Deslauriers,Staten Island,2024-06-23,309,51,16,,Present,720
715,Luz,Huddleston,Staten Island,2024-06-23,,,,,Absent,720
716,Joann,Montag,Brooklyn,2024-06-23,26,7,3,10,Present,75
717,Jeannine,Pfeil,Manhattan,2024-07-07,28,0,14,14,Present,300
718,Raina,Batdorf,Brooklyn,2024-06-23,87,-14,-10,,Present,720
719,Madge,Lossing,Manhattan,2024-06-02,,,,,Absent,720
720,Vannessa,Lopez,Manhattan,2024-07-21,,,,,Absent,300
721,Irvin,Bumbrey,Manhattan,2024-07-21,,,,,Absent,300
722,Candida,Salinas,Manhattan,2024-07-14,48,8,24,16,Present,180
723,Natalya,Bremer,Manhattan,2024-07-14,47,7,20,20,Present,180
724,Shalon,Brook,Brooklyn,2024-07-07,,,,,Absent,720
725,Kathaleen,Clepper,Manhattan,2024-06-02,,,,,Absent,720
726,Fausto,Dionne,Manhattan,2024-07-07,55,14,26,15,Present,300
727,Hildegarde,Kitch,Brooklyn,2024-07-14,68,-2,-1,,Present,360
728,Jarrett,Celestin,Manhattan,2024-07-07,,,,,Absent,300
729,Deneen,Wind,Manhattan,2024-06-23,,,,,Absent,720
730,Bradly,Ratchford,Brooklyn,2024-06-23,270,63,16,,Present,720
731,Gayle,Modica,Queens,2024-06-23,216,14,20,,Present,720
732,Miles,Wyrick,Manhattan,2024-06-02,,,,,Absent,720
733,Hilton,Cousin,Manhattan,2024-08-11,151,26,36,,Present,720
734,Porsha,Adcock,Brooklyn,2024-07-28,476,43,127,,Present,720
735,Renita,Glavin,Brooklyn,2024-06-02,,,,,Absent,720
736,Hannelore,Yetter,Manhattan,2024-07-07,108,40,21,47,Present,300
737,Norine,Cane,Manhattan,2024-08-04,,,,,Absent,75
738,Faustina,Szabo,Manhattan,2024-08-11,88,33,26,29,Present,300
739,Jeraldine,Luque,Brooklyn,2024-06-09,60,15,16,12,Present,80
740,Elza,Prager,Manhattan,2024-08-04,,,,,Absent,75
741,Jodee,Grimm,Manhattan,2024-07-07,27,6,4,17,Present,300
742,Alba,Mcpherson,Brooklyn,2024-07-07,92,19,14,59,Present,300
743,Tinisha,Addington,Manhattan,2024-05-19,143,69,34,40,Present,300
744,Myrtice,Andino,Manhattan,2024-07-21,,,,,Absent,300
745,Kathern,Gebo,Manhattan,2024-08-24,189,14,31,,Present,720
746,Almeta,Razo,Manhattan,2024-07-17,,,,,Absent,720
747,Jared,Threlkeld,Queens,2024-06-02,494,103,70,,Present,720
748,Lashawna,Hough,Bronx,2024-08-04,116,42,40,34,Present,300
749,Kristi,Tow,Brooklyn,2024-08-25,60,29,15,16,Present,300
750,Luther,Lefevers,Manhattan,2024-08-04,44,20,23,1,Present,300
751,Wilmer,Larkin,Manhattan,2024-07-14,,,,,Absent,720
752,Cammy,Scalf,Brooklyn,2024-06-30,62,33,7,22,Present,300
753,Deedee,Prokop,Manhattan,2024-07-07,,,,,Absent,300
754,Leandra,Allinder,Brooklyn,2024-07-07,,,,,Absent,300
755,Terrilyn,Maly,Queens,2024-06-23,546,132,109,,Present,720
756,Riley,Wimbish,Brooklyn,2024-06-02,,,,,Absent,720
757,Merrilee,Shook,Queens,2024-07-14,,,,,Absent,720
758,Filiberto,Alverson,Brooklyn,2024-06-16,,,,,Absent,300
759,Elyse,Kendig,Manhattan,2024-05-19,598,142,144,,Present,720
760,Alysha,Ohern,Brooklyn,2024-06-23,341,32,20,,Present,720
761,Armando,Fortney,Brooklyn,2024-07-14,255,33,3,,Present,720
762,Lavona,Shoup,Brooklyn,2024-07-14,,,,,Absent,720
763,Quentin,Wroten,Brooklyn,2024-06-23,294,50,0,,Present,720
764,Coral,Bow,Brooklyn,2024-07-07,,,,,Absent,720
765,Lorrie,Bradley,Manhattan,2024-05-19,,,,,Absent,300
766,Eliana,Zych,Manhattan,2024-06-23,,,,,Absent,720
767,Brigida,Edgar,Manhattan,2024-07-14,365,99,46,,Present,720
768,Kourtney,Fannin,Manhattan,2024-07-14,531,131,94,,Present,720
769,Peg,Mcelyea,Manhattan,2024-05-19,,,,,Absent,300
770,Elizabet,Bodine,Brooklyn,2024-06-16,78,16,7,55,Present,300
771,Fannie,Bostic,Brooklyn,2024-05-19,115,-3,12,,Present,360
772,Carolann,Dupler,Brooklyn,2024-07-07,,,,,Absent,300
773,Devora,Mcguire,Manhattan,2024-07-14,,,,,Absent,180
774,Myrtie,Splawn,Manhattan,2024-06-23,,,,,Absent,720
775,Riva,Cha,Manhattan,2024-06-16,133,60,25,48,Present,300
776,Albert,Redd,Brooklyn,2024-07-07,88,22,38,28,Present,300
777,Harley,Mcmeen,Brooklyn,2024-07-14,,,,,Absent,720
778,Malika,Alanis,Manhattan,2024-06-02,,,,,Absent,720
779,Arcelia,Eubanks,Brooklyn,2024-06-23,419,82,58,,Present,720
780,Mandie,Benito,Brooklyn,2024-06-23,60,36,-1,25,Present,300
781,Terry,Cleary,Brooklyn,2024-07-14,-11,3,-7,-7,Absent,180
782,Nicolas,China,Manhattan,2024-05-19,148,28,25,,Present,360
783,Claud,Linley,Brooklyn,2024-07-28,576,132,104,,Present,720
784,Rae,Luciani,Manhattan,2024-06-16,,,,,Absent,300
785,Ines,Scalf,Brooklyn,2024-07-07,,,,,Absent,300
786,Tera,Durante,Manhattan,2024-08-24,568,106,133,,Present,720
787,Markus,Kump,Queens,2024-08-24,261,28,86,,Present,720
788,Clare,Hakes,Manhattan,2024-08-04,96,36,17,43,Present,300
789,Mazie,Mebane,Brooklyn,2024-07-07,103,41,21,41,Present,300
790,Celestine,Metheny,Manhattan,2024-07-14,,,,,Absent,720
791,Jerrell,Goold,Brooklyn,2024-06-02,,,,,Absent,720
792,Eneida,Koeppel,Brooklyn,2024-08-25,,,,,Absent,180
793,Ailene,Eddleman,Brooklyn,2024-06-09,,,,,Absent,75
794,Cora,Leeds,Manhattan,2024-08-11,65,23,19,23,Present,300
795,Mirian,Orman,Brooklyn,2024-06-02,,,,,Absent,720
796,Rachel,Rink,Manhattan,2024-08-04,,,,,Absent,300
797,Natalya,Falgoust,Brooklyn,2024-08-11,34,20,-3,17,Present,300
798,Garnett,Calderone,Manhattan,2024-07-21,36,,,,Present,75
799,Dorethea,Dudding,Brooklyn,2024-08-25,22,4,-6,24,Present,180
800,Jaimie,Siemers,Brooklyn,2024-06-23,421,92,29,,Present,720
801,Milton,Sabol,Brooklyn,2024-08-25,,,,,Absent,300
802,Betsey,Gallman,Brooklyn,2024-07-14,,,,,Absent,180
803,Molly,Mckinzie,Manhattan,2024-08-25,10,1,4,5,Present,300
804,Carrol,Harrelson,Brooklyn,2024-07-21,51,1,44,6,Absent,300
805,Dylan,Mcbay,Brooklyn,2024-07-21,,,,,Absent,720
806,Veta,Fultz,Manhattan,2024-07-21,205,2,11,,Present,720
807,Mariette,Whitten,Brooklyn,2024-08-11,64,1,5,,Present,720
808,Xenia,Parrales,Manhattan,2024-06-02,,,,,Absent,720
809,Erwin,Ohlinger,Manhattan,2024-05-19,138,42,43,53,Present,300
