"_id","Center","test_date","physics","chemistry","resultstatus","pp_totalmarks","Full_name","maths_new","new_total","Phone","name","Password"
100,"Brooklyn","2024-06-16","","","Absent",300,"Donya Bartle",0,0,"5378570308","LulÃº","Lul0308"
101,"Brooklyn","2024-06-16","","","Absent",300,"Palma Flanery",0,0,"7419576204","Augustin","Aug6204"
102,"Brooklyn","2024-07-14","43","55","Present",720,"Kenny Clothier",220,318,"5638301704","Sean & Lynette","Sea1704"
103,"Brooklyn","2024-07-14","4","10","Present",75,"Kristen Lossing",19,33,"7549890066","Erica","Eri0066"
104,"Brooklyn","2024-07-21","17","3","Present",180,"Karoline Felix",11,31,"2821344765","Tracy","Tra4765"
105,"Brooklyn","2024-07-07","","","Absent",300,"Alan Voll",0,0,"5623057403","Christiana","Chr7403"
106,"Brooklyn","2024-07-21","8","3","Present",720,"Glenda Woolfolk",191,202,"6054993905","Tyrome","Tyr3905"
107,"Manhattan","2024-07-21","4","20","Present",720,"Alyson Hosack",185,209,"7965864407","Dana","Dan4407"
108,"Manhattan","2024-07-14","122","47","Present",720,"Francis Sines",229,398,"6560602313","Elliott","Ell2313"
109,"Manhattan","2024-07-14","2","13","Present",180,"Riley Bagnall",-3,12,"0561145193","Olan","Ola5193"
110,"Brooklyn","2024-07-14","-5","-3","Present",180,"Carmina Camp",8,0,"4573603498","Shelly","She3498"
111,"Manhattan","2024-07-14","","","Absent",180,"Alethia Tiemann",0,0,"1914128527","Ssameer Or Trip","Ssa8527"
112,"Brooklyn","2024-08-11","-1","19","Present",300,"Deborah Molinar",0,18,"0476748693","Annette","Ann8693"
113,"Manhattan","2024-08-24","","","Absent",75,"Marvella Huckstep",0,0,"2288479934","Meka","Mek9934"
114,"Manhattan","2024-06-16","","","Absent",300,"Sallie Briley",0,0,"9619421709","Ann","Ann1709"
115,"Brooklyn","2024-06-16","","","Absent",300,"Scottie Backer",0,0,"5332672034","Seth","Set2034"
116,"Brooklyn","2024-08-24","","","Absent",720,"Beatriz Kinsey",0,0,"7375183806","Brenda","Bre3806"
117,"Brooklyn","2024-06-16","10","-5","Present",300,"Mason Carrow",0,5,"6396916131","Shelly","She6131"
118,"Brooklyn","2024-06-23","5","12","Present",720,"Regenia Blish",141,158,"9520702945","Erik","Eri2945"
119,"Manhattan","2024-07-07","15","43","Present",720,"Necole Faria",280,338,"2804744272","Dena","Den4272"
120,"Brooklyn","2024-07-14","","","Absent",180,"Samantha Hadfield",0,0,"1787273076","Jessica","Jes3076"
121,"Manhattan","2024-07-14","23","81","Present",720,"Lida Sing",201,305,"0477426851","Luiz","Lui6851"
122,"Brooklyn","2024-06-16","","","Absent",300,"Bette Church",0,0,"1519312872","Erica","Eri2872"
123,"Manhattan","2024-05-19","","","Absent",300,"Illa Friscia",0,0,"8072952260","Sally","Sal2260"
124,"Brooklyn","2024-08-04","20","18","Present",198,"Magdalena Clabaugh",8,46,"9964274917","Dani","Dan4917"
125,"Manhattan","2024-06-23","13","27","Present",720,"Sol Lemley",218,258,"4366121670","Bruce","Bru1670"
126,"Manhattan","2024-06-23","","","Absent",80,"Angelyn Nave",0,0,"8220112250","Nimo","Nim2250"
127,"Brooklyn","2024-05-19","73","26","Present",300,"Lorie Hempstead",30,129,"5636722925","Alexandra","Ale2925"
128,"Manhattan","2024-06-23","41","91","Present",720,"Darlena Brubaker",240,372,"2660744665","Stacy","Sta4665"
129,"Manhattan","2024-06-23","104","96","Present",720,"Ivory Almonte",296,496,"6796490866","Bruce","Bru0866"
130,"Brooklyn","2024-06-23","","","Absent",720,"Keva Sauage",0,0,"6655409961","Evelyn","Eve9961"
131,"Manhattan","2024-06-23","","","Absent",720,"Krystin Morita",0,0,"6942780144","Emma","Emm0144"
132,"Brooklyn","2024-07-21","105","140","Present",720,"Margarito Hintzen",340,585,"1657314564","Vero","Ver4564"
133,"Manhattan","2024-07-07","3","4","Present",300,"Alanna Gillispie",-1,6,"3793401747","Sylvie","Syl1747"
134,"Manhattan","2024-08-24","30","44","Present",720,"Alayna Rosenblatt",190,264,"2896429113","Jen","Jen9113"
135,"Brooklyn","2024-07-21","12","7","Present",300,"Deeann Thomsen",24,43,"7075717524","Kay","Kay7524"
136,"Brooklyn","2024-08-24","12","11","Present",75,"Guy Moulton",41,64,"5272476702","Jo","Jo6702"
137,"Manhattan","2024-06-16","","","Absent",300,"Ming Scudder",0,0,"8854511008","Lisa","Lis1008"
138,"Manhattan","2024-07-14","61","102","Present",720,"Mickey Espino",266,429,"1553735069","Fernando And Lenin","Fer5069"
139,"Brooklyn","2024-07-14","14","1","Present",720,"Mellissa Mortimore",67,82,"6972267625","Angela","Ang7625"
140,"Manhattan","2024-07-14","-2","-2","Present",180,"Lesia Stoute",-4,-8,"2239696714","Laurine","Lau6714"
141,"Brooklyn","2024-07-14","-3","8","Present",180,"Pauletta Murton",8,13,"8738725659","Chris","Chr5659"
142,"Manhattan","2024-07-14","","","Absent",180,"Solomon Chamberlin",0,0,"8893316054","Uli","Uli6054"
143,"Brooklyn","2024-07-14","26","30","Present",720,"Neville Yocom",194,250,"9018100645","Sol","Sol0645"
144,"Manhattan","2024-07-14","","","Absent",720,"Vera Edmiston",0,0,"1003704034","Cs","Cs4034"
145,"Manhattan","2024-06-16","","","Present",75,"Lawerence Amburn",55,55,"2644260202","Lara","Lar0202"
146,"Manhattan","2024-06-23","","","Absent",720,"Cedrick Agnew",0,0,"9949515624","Tom","Tom5624"
147,"Brooklyn","2024-07-14","137","180","Present",720,"Melinda Kuchta",340,657,"7835546632","Sunder","Sun6632"
148,"Brooklyn","2024-07-21","","","Absent",300,"Alma Gelinas",0,0,"3499435078","Waldemar","Wal5078"
149,"Brooklyn","2024-08-24","","","Absent",720,"Francis Sikes",0,0,"3798036448","Khem","Khe6448"
152,"Brooklyn","2024-06-23","24","9","Present",300,"Lore Coil",17,50,"0021541545","Elisabeth","Eli1545"
153,"Brooklyn","2024-08-11","106","100","Present",720,"Marlena Craner",273,479,"7519572896","Sarah","Sar2896"
154,"Queens","2024-08-24","17","4","Present",720,"Darius Trojacek",89,110,"8484247022","Fredah","Fre7022"
155,"Brooklyn","2024-05-19","","","Absent",360,"Sade Gasaway",0,0,"9820762931","Khem","Khe2931"
156,"Brooklyn","2024-08-18","","","Absent",300,"Sybil Rahman",0,0,"5557635777","Katherine","Kat5777"
157,"Brooklyn","2024-08-25","2","6","Present",180,"Zoraida Sumner",-1,7,"3798308795","Ming","Min8795"
158,"Manhattan","2024-08-24","29","98","Present",720,"Raina Mccrae",321,448,"9187426739","Paula","Pau6739"
159,"Brooklyn","2024-08-24","","","Absent",720,"Elsa Mcspadden",0,0,"3694116750","LulÃº","Lul6750"
160,"Brooklyn","2024-06-02","","","Absent",720,"Bernadine Chung",0,0,"5641084625","Obed","Obe4625"
162,"Brooklyn","2024-06-23","6","9","Present",75,"Mariana Vavra",19,34,"8563536990","Michael","Mic6990"
163,"Brooklyn","2024-07-07","80","62","Present",720,"Nakita Primer",235,377,"7054122185","White","Whi2185"
164,"Brooklyn","2024-07-28","7.5","5","Present",100,"Aletha Hardesty",32,44,"0218135569","Paz","Paz5569"
165,"Manhattan","2024-07-28","","","Absent",720,"Dwain Sargeant",0,0,"1871343992","Irene","Ire3992"
166,"Manhattan","2024-07-21","","","Absent",75,"Thea Hubbs",0,0,"9207392317","Karene","Kar2317"
167,"Brooklyn","2024-07-21","8","3","Present",180,"Caleb Peters",26,37,"5940104089","Viviana","Viv4089"
168,"Manhattan","2024-07-07","-3","64","Present",720,"Sparkle Kaestner",257,318,"6440005875","Sara","Sar5875"
169,"Brooklyn","2024-08-11","40","47","Present",300,"Narcisa Hsieh",18,105,"8684150837","Sarah","Sar0837"
170,"Manhattan","2024-07-28","","","Absent",720,"Sherwood Vanalstyne",0,0,"2138158049","Marie","Mar8049"
171,"Brooklyn","2024-06-30","","","Absent",720,"Jeanice Joy",0,0,"4265782396","Gus","Gus2396"
172,"Queens","2024-07-14","13","2","Present",180,"Bert Riter",-5,10,"4021811172","Myung","Myu1172"
173,"Brooklyn","2024-07-14","","","Absent",180,"Dorotha Aldinger",0,0,"8032203503","RenÃ©e","Ren3503"
174,"Brooklyn","2024-06-23","","","Absent",720,"Anisha Thomson",0,0,"5141653187","Henry","Hen3187"
175,"Manhattan","2024-06-23","","","Absent",720,"Rufus Amerine",0,0,"2215801638","Sylvia","Syl1638"
176,"Brooklyn","2024-06-23","85","30","Present",720,"Roslyn Alaimo",312,427,"2681075449","Syl","Syl5449"
177,"Manhattan","2024-06-23","","","Absent",720,"Noelle Raybon",0,0,"9720639033","Lorenzo","Lor9033"
178,"Brooklyn","2024-08-25","","","Absent",192,"Shanae Hanger",0,0,"3362407744","Waldemar","Wal7744"
179,"Brooklyn","2024-07-28","8","4","Present",300,"William Hopf",30,42,"9756438799","Annette","Ann8799"
180,"Staten Island","2024-06-30","28","40","Present",720,"Adolfo Bella",112,180,"4495197237","Newyorkroomwithaview","New7237"
181,"Brooklyn","2024-06-30","","","Absent",720,"Xenia Schubert",0,0,"4200384690","Tessa","Tes4690"
182,"Bronx","2024-08-11","28","38","Present",720,"Brenton Tokarski",266,332,"9893215177","Waundell","Wau5177"
183,"Brooklyn","2024-06-30","","","Absent",720,"Hal Bender",0,0,"4841784685","Young","You4685"
184,"Manhattan","2024-07-28","47","48","Present",300,"Geraldine Border",58,153,"3997650643","Bruce","Bru0643"
185,"Manhattan","2024-07-14","","","Absent",180,"Setsuko Pardo",0,0,"3801058852","Coral","Cor8852"
186,"Brooklyn","2024-06-30","","","Absent",720,"Meghan Sydnor",0,0,"8675982022","Carol","Car2022"
187,"Manhattan","2024-06-30","13","17","Present",300,"Lavern Gard",7,37,"6819058443","Sara","Sar8443"
188,"Manhattan","2024-08-11","19","12","Present",300,"Cyrus Beckham",14,45,"1222426114","Laurine","Lau6114"
189,"Manhattan","2024-07-28","","","Absent",75,"Leeanne Fortunato",0,0,"4723626776","Myrna","Myr6776"
190,"Manhattan","2024-07-14","","","Absent",75,"Nilda Deyoung",0,0,"3960483440","Campbell","Cam3440"
191,"Brooklyn","2024-07-28","15","5","Present",100,"Marylee Greenburg",38,58,"7809587033","Doug","Dou7033"
192,"Queens","2024-07-14","","","Absent",180,"Gay Aubert",0,0,"5945043047","Mark","Mar3047"
193,"Manhattan","2024-07-28","12","5","Present",75,"Janel Carley",29,46,"2955633923","Rahul","Rah3923"
194,"Brooklyn","2024-07-21","1","5","Present",180,"Damaris Nestle",6,12,"3823095123","Miyoung","Miy5123"
195,"Brooklyn","2024-07-21","","","Absent",180,"Jeanine Hoerr",0,0,"5209546103","Monica","Mon6103"
196,"Brooklyn","2024-07-21","","","Present",75,"Wiley Scotto",55,55,"9365940278","Marylyn","Mar0278"
197,"Brooklyn","2024-07-28","128","79","Present",720,"Dian Cobian",127,334,"6631188444","Kathleen R.","Kat8444"
198,"Manhattan","2024-07-28","19","55","Present",720,"Brendan Zilnicki",70,144,"0250996612","Teresa","Ter6612"
199,"Brooklyn","2024-08-04","40","28","Present",720,"Mana Seegmiller",159,227,"0858165569","Robert","Rob5569"
200,"Manhattan","2024-07-21","","","Absent",720,"Flavia Nitta",0,0,"8305053242","Alex","Ale3242"
201,"Manhattan","2024-07-21","18","49","Present",300,"Humberto Ware",31,98,"5447757209","Claudia","Cla7209"
202,"Manhattan","2024-08-24","","","Absent",720,"Ned Permenter",0,0,"1750534125","Shane","Sha4125"
203,"Brooklyn","2024-08-04","1","-2","Present",198,"Albertina Junkin",-2,-3,"4289595562","Laurie","Lau5562"
204,"Manhattan","2024-07-21","","","Absent",720,"Rosia Duron",0,0,"7711748425","Jessica","Jes8425"
205,"Manhattan","2024-08-25","29","0","Present",300,"Kena Stallings",10,39,"3637209311","Erina","Eri9311"
206,"Manhattan","2024-08-25","40","5","Present",300,"Lolita Pringle",25,70,"7282021752","Lee","Lee1752"
207,"Queens","2024-07-28","3","6","Present",300,"Kristen Gilley",14,23,"2632245237","Jullett","Jul5237"
208,"Manhattan","2024-07-28","3","9","Present",75,"Genaro Koga",15,27,"5016520218","Marlaine","Mar0218"
209,"Brooklyn","2024-05-19","41","28","Present",300,"Suzanna Putman",49,118,"4878496972","Charlotte","Cha6972"
210,"Queens","2024-07-28","40","40","Present",300,"Candy Konieczny",45,125,"5149807292","Mark","Mar7292"
211,"Queens","2024-07-28","8","9","Present",75,"Ozella Conner",19,36,"7698475698","Mark","Mar5698"
212,"Queens","2024-08-25","70","54","Present",300,"Leonel Hock",18,142,"0467135368","Mark","Mar5368"
213,"Brooklyn","2024-08-25","33","4","Present",300,"Vannesa Millard",33,70,"4533848865","Bob","Bob8865"
214,"Manhattan","2024-07-28","8","9","Present",75,"Melonie Villacorta",20,37,"8670432084","Anka","Ank2084"
215,"Manhattan","2024-05-19","20","36","Present",300,"Dorine Zeitler",13,69,"9559446141","Douglas","Dou6141"
216,"Brooklyn","2024-05-19","26","19","Present",360,"Bridget Conyers",141,186,"2510297984","Kathleen R.","Kat7984"
217,"Manhattan","2024-06-30","","","Present",75,"Jacklyn Dyment",53,53,"4540042877","Wayne","Way2877"
218,"Bronx","2024-06-02","","","Absent",300,"Felicita Maclachlan",0,0,"9073727735","Waundell","Wau7735"
219,"Manhattan","2024-06-02","","","Absent",720,"Herbert Gamache",0,0,"8534210366","Jenny","Jen0366"
220,"Brooklyn","2024-07-07","86","85","Present",720,"Antonietta Llewellyn",173,344,"5975702062","Paul","Pau2062"
221,"Brooklyn","2024-06-09","13","11","Present",75,"Pennie Alling",41,65,"0573057435","Tami","Tam7435"
222,"Manhattan","2024-07-28","10","11","Present",75,"Laree Kay",34,55,"1870232605","Jason","Jas2605"
223,"Manhattan","2024-07-07","39","129","Present",720,"Antonio Navarette",345,513,"7660303328","Pete","Pet3328"
224,"Brooklyn","2024-07-07","","","Absent",300,"Steve Mainor",0,0,"7114451655","Gus","Gus1655"
225,"Brooklyn","2024-07-07","","","Absent",300,"Gertrud Sather",0,0,"0279316050","Sally","Sal6050"
226,"Manhattan","2024-07-07","16","-5","Present",300,"Nan Beverley",33,44,"4726324653","Leonardo","Leo4653"
227,"Brooklyn","2024-05-26","","","Absent",360,"Walter Belford",0,0,"4577852403","Alex","Ale2403"
228,"Manhattan","2024-07-14","36","64","Present",720,"Colby Hobart",119,219,"8531916559","Wayne","Way6559"
229,"Queens","2024-06-23","44","35","Present",720,"Patrick Nocera",172,251,"0849979303","Vasili","Vas9303"
230,"Brooklyn","2024-05-26","","","Absent",360,"Hilary Modeste",0,0,"5795851992","S.M.","S.M1992"
231,"Manhattan","2024-06-23","7","7","Present",720,"Elke Licht",117,131,"0006153855","Ori","Ori3855"
232,"Manhattan","2024-07-07","","","Absent",300,"Faustina Dunson",0,0,"6610228533","Ana","Ana8533"
233,"Manhattan","2024-07-14","13","55","Present",720,"Tara Clingman",269,337,"7188119257","I","I9257"
234,"Manhattan","2024-07-14","11","0","Present",180,"Elva Hochmuth",10,21,"2258068680","R","R8680"
235,"Manhattan","2024-07-07","","","Absent",300,"Opal Groover",0,0,"8088325450","Simon","Sim5450"
236,"Manhattan","2024-07-07","106","104","Present",720,"Maryln Ferris",282,492,"3634909713","Agnes","Agn9713"
237,"Brooklyn","2024-07-07","","","Absent",300,"Katrina Almon",0,0,"2584470823","Linda","Lin0823"
238,"Manhattan","2024-07-07","","","Absent",300,"Stephane Labelle",0,0,"6892070700","Dave","Dav0700"
239,"Manhattan","2024-07-14","","","Absent",144,"Christene Gloria",0,0,"3344664736","Drica","Dri4736"
240,"Queens","2024-07-14","5","21","Present",144,"Araceli Majewski",18,44,"4345991864","Mark","Mar1864"
241,"Brooklyn","2024-07-21","40","55","Present",300,"Marilou Funderburg",33,128,"4037757886","Betty","Bet7886"
242,"Manhattan","2024-06-16","","","Absent",300,"America Tocci",0,0,"9753178486","Ricardo & Ashlie","Ric8486"
243,"Manhattan","2024-08-24","11","9","Present",75,"Erich Ragin",30,50,"2142049969","Leslie","Les9969"
244,"Manhattan","2024-07-21","","","Absent",300,"Neoma Pellegrino",0,0,"0502772785","Harrison","Har2785"
245,"Manhattan","2024-07-21","-2","-5","Present",720,"Sid Lamore",16,9,"5656600917","Jessica","Jes0917"
246,"Manhattan","2024-07-21","","","Absent",720,"Stella Morman",0,0,"6130871664","Blanca","Bla1664"
247,"Manhattan","2024-07-14","69","26","Present",720,"Ha Durrah",188,283,"8616978421","Wayne","Way8421"
248,"Manhattan","2024-08-11","","","Absent",300,"Chantel Absher",0,0,"9864599029","Cynthia","Cyn9029"
249,"Manhattan","2024-07-14","","","Absent",720,"Torri Wert",0,0,"5616200717","Mich","Mic0717"
250,"Manhattan","2024-07-14","","","Absent",180,"Michelina Holscher",0,0,"6556730645","Rachel","Rac0645"
251,"Manhattan","2024-07-21","","","Absent",720,"Verlene Arviso",0,0,"7229821482","Laurine","Lau1482"
252,"Manhattan","2024-08-24","","","Absent",720,"Lois Tew",0,0,"5025980036","Greta","Gre0036"
253,"Manhattan","2024-08-24","36","95","Present",720,"Miguelina Hoyte",270,401,"2049920209","Frank","Fra0209"
254,"Manhattan","2024-08-04","","","Absent",720,"Evelina Willaert",0,0,"9403021113","Bethania","Bet1113"
255,"Manhattan","2024-07-21","","","Absent",300,"Ranae Topp",0,0,"7046701104","Tunji","Tun1104"
256,"Manhattan","2024-06-09","","","Absent",75,"Carolann Veasley",0,0,"0129831292","Anna/Fonzy","Ann1292"
258,"Manhattan","2024-08-24","","","Absent",720,"Lenita Slevin",0,0,"9995859688","Brie","Bri9688"
259,"Brooklyn","2024-08-24","24","18","Present",720,"Valentina Quinby",129,171,"3518200093","Sheila","She0093"
260,"Staten Island","2024-08-25","24","23","Present",300,"Latoyia Bushway",42,89,"3814992120","Lissette","Lis2120"
261,"Staten Island","2024-08-24","","","Absent",720,"Keitha Wold",0,0,"9816251270","Lissette","Lis1270"
262,"Staten Island","2024-08-11","","","Absent",720,"Flora Plascencia",0,0,"6533143580","Lissette","Lis3580"
263,"Manhattan","2024-08-25","0","0","Present",180,"Azucena Herder",3,3,"5636697631","Olivia","Oli7631"
264,"Manhattan","2024-06-02","","","Absent",720,"Kathi Lilienthal",0,0,"0387405796","Daniel","Dan5796"
265,"Brooklyn","2024-06-02","","","Absent",720,"Andrea Saine",0,0,"1791340629","Maya","May0629"
268,"Queens","2024-08-24","","","Absent",720,"Jennell Leverich",0,0,"8048821430","Dennis & Naoko","Den1430"
269,"Brooklyn","2024-06-02","","","Absent",720,"Birgit Puente",0,0,"0093500513","AntonÃ­n","Ant0513"
270,"Brooklyn","2024-08-25","","","Absent",720,"Gerry Medal",0,0,"4477999059","Emily","Emi9059"
271,"Bronx","2024-07-14","79","22","Present",720,"Palma Sample",320,421,"8067677951","Carol Gloria","Car7951"
272,"Bronx","2024-06-23","","","Absent",75,"Annalisa Rotolo",0,0,"6766828579","Vie","Vie8579"
273,"Brooklyn","2024-07-14","16","57","Present",720,"Eilene Jolly",173,246,"7354307243","RenÃ©e","Ren7243"
274,"Manhattan","2024-05-19","29","48","Present",300,"Kathey Keep",43,120,"0467516009","Olivia","Oli6009"
275,"Brooklyn","2024-07-14","33","15","Present",180,"Fanny Dutra",18,66,"6606129867","Helene","Hel9867"
276,"Manhattan","2024-07-14","26","11","Present",720,"Leanne Proto",171,208,"3797794830","Paula","Pau4830"
277,"Brooklyn","2024-06-16","32","14","Present",300,"Traci Heier",0,46,"9121391465","Kristian & Di","Kri1465"
278,"Manhattan","2024-06-23","22","12","Present",300,"Jennette Everett",31,65,"2351687291","David","Dav7291"
280,"Brooklyn","2024-08-24","2","2","Present",720,"Jackson Sills",250,254,"3431226449","Helene","Hel6449"
281,"Brooklyn","2024-08-04","76","55","Present",300,"Fabiola Virden",65,196,"4630162705","Debbie","Deb2705"
282,"Brooklyn","2024-08-25","","","Absent",300,"Wan Zajac",0,0,"7895156422","Anthony","Ant6422"
283,"Manhattan","2024-08-04","6","19","Present",198,"Franklin Kruger",20,45,"4189938568","Tilly","Til8568"
284,"Manhattan","2024-08-04","16","35","Present",360,"Delcie Graffam",79,130,"2577566395","Edward","Edw6395"
285,"Manhattan","2024-07-28","","","Absent",720,"Yolonda Jorgenson",0,0,"0964119973","Claire","Cla9973"
286,"Brooklyn","2024-06-16","","","Absent",300,"Kraig Grove",0,0,"7906066771","Juhli","Juh6771"
287,"Brooklyn","2024-05-19","77","77","Present",300,"Joanna Westman",86,240,"6752080726","Marlon","Mar0726"
288,"Manhattan","2024-06-23","","","Absent",720,"Luetta Wyse",0,0,"2002059639","Mary D","Mar9639"
289,"Brooklyn","2024-08-11","5","3","Present",300,"Nana Neilsen",21,29,"9259261113","Valerie","Val1113"
290,"Brooklyn","2024-06-23","29","111","Present",720,"Elidia Gillett",249,389,"5598685521","Larissa","Lar5521"
291,"Manhattan","2024-06-30","","","Absent",300,"Lien Brigmond",0,0,"8599644659","Eric","Eri4659"
292,"Brooklyn","2024-07-28","","","Absent",300,"Meaghan Majeed",0,0,"2360183439","Jessica","Jes3439"
293,"Brooklyn","2024-07-07","21","19","Present",720,"Dominica Lanterman",303,343,"8895918528","Melissa","Mel8528"
